Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC100502874	12.29546793	-0.096645916	0.37177838	-0.259955719	0.794897931	NA
LOC100502875	0.532415245	0.001500422	1.535542057	0.000977129	0.999220364	NA
LOC100502876	0	NA	NA	NA	NA	NA
LOC100502877	0.688070253	1.955432586	1.529551025	1.278435667	0.201095855	NA
LOC100502883	43.23304814	0.085511281	0.260620251	0.328106818	0.742830899	0.921649362
LOC100502884	0	NA	NA	NA	NA	NA
LOC100502885	125.9123433	-0.050375579	0.117203731	-0.429812078	0.667332347	0.897454066
LOC100502887	0	NA	NA	NA	NA	NA
LOC100502888	1.457135578	-0.192494007	1.023238987	-0.188122237	0.85078083	NA
LOC100502889	0	NA	NA	NA	NA	NA
LOC100502890	0.319768771	1.834808913	2.103690965	0.872185575	0.383107148	NA
LOC100502891	1.319495168	0.308222897	0.985214707	0.312848453	0.754395802	NA
LOC100502892	0	NA	NA	NA	NA	NA
LOC100502893	0	NA	NA	NA	NA	NA
LOC100502894	0	NA	NA	NA	NA	NA
LOC100502895	0.118233054	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100502896	0	NA	NA	NA	NA	NA
LOC100502897	2.427627099	-1.190985366	0.737973256	-1.613859793	0.106557842	NA
LOC100502898	27.97553471	-0.094022181	0.22187563	-0.42376074	0.671740313	0.898545971
LOC100502899	0	NA	NA	NA	NA	NA
LOC100502901	0	NA	NA	NA	NA	NA
LOC100502902	0.893739668	-0.531775432	1.17072494	-0.454227473	0.649665111	NA
LOC100502903	0	NA	NA	NA	NA	NA
LOC100502904	193.28668	0.024751909	0.235130262	0.105268922	0.916162423	0.977294959
LOC100502905	15.84591755	-0.059929259	0.293448502	-0.204224109	0.838178372	NA
LOC100502906	1.477667546	1.261771078	0.930601446	1.355866234	0.175141733	NA
LOC100502907	1.968537685	-0.356617134	0.833978925	-0.427609287	0.668935603	NA
LOC100502908	0.32943463	-0.2963526	2.383950721	-0.124311546	0.901068606	NA
LOC100502911	0	NA	NA	NA	NA	NA
LOC100502912	9.826934066	0.286115376	0.329658513	0.867914417	0.385441186	NA
LOC100502913	7.701595837	0.143429201	0.481369291	0.297960845	0.765733048	NA
LOC100502914	152.6580931	0.89381161	0.111911037	7.986804804	1.38E-15	1.34E-12
LOC100502915	81.61473366	-0.161539312	0.139665793	-1.156613289	0.24743039	0.663108474
LOC100502917	2.916180283	-0.562842153	0.707409101	-0.795638834	0.426241988	NA
LOC100502918	0	NA	NA	NA	NA	NA
LOC100502920	1.296257426	0.329113027	0.899152544	0.366025797	0.714345826	NA
LOC100502921	0	NA	NA	NA	NA	NA
LOC100502922	21.73097613	0.298118744	0.261599672	1.139599076	0.25445337	NA
LOC100502923	1.024039115	-0.710038479	1.525080604	-0.465574394	0.641520175	NA
LOC100502924	0	NA	NA	NA	NA	NA
LOC100502925	16.52583436	0.042691431	0.26611794	0.160422972	0.872547895	NA
LOC100502927	35.60916131	0.082321301	0.206981445	0.397723093	0.690834313	0.906784874
LOC100502928	0	NA	NA	NA	NA	NA
LOC100502931	0.194976002	0.424988559	2.413717974	0.176072169	0.860237245	NA
LOC100502932	0	NA	NA	NA	NA	NA
LOC100502933	3.658454757	-0.357317797	0.557301832	-0.641156689	0.521420886	NA
LOC100502934	0	NA	NA	NA	NA	NA
LOC100502935	10.15683036	0.188251175	0.341201444	0.551730299	0.581133148	NA
LOC100502936	0	NA	NA	NA	NA	NA
LOC100502937	1.142691691	0.257018637	1.045481356	0.245837609	0.805807943	NA
LOC100502938	117.2410861	0.164201499	0.127462678	1.288231988	0.19766522	0.610526608
LOC100502940	5.149498334	-0.330124767	0.494186669	-0.668016334	0.504123166	NA
LOC100502942	0	NA	NA	NA	NA	NA
LOC100502943	73.58262614	0.060010991	0.137148817	0.43756113	0.661704453	0.896272626
LOC100502945	16.8184448	-0.276451816	0.257387644	-1.074067939	0.282792233	NA
LOC100502946	0.694984098	-1.877389573	1.299490585	-1.444711947	0.148538813	NA
LOC100502947	0	NA	NA	NA	NA	NA
LOC100502948	0	NA	NA	NA	NA	NA
LOC100502949	2.62588406	-0.038901587	0.803513942	-0.048414327	0.961386041	NA
LOC100502950	0.63739622	0.059356545	1.7537893	0.033844741	0.973000958	NA
LOC100502953	0	NA	NA	NA	NA	NA
LOC100502956	4.444818294	0.376983257	0.511680097	0.736755758	0.461270892	NA
LOC100502959	2.647280923	-0.397219652	0.636421651	-0.62414541	0.532532094	NA
LOC100502960	0	NA	NA	NA	NA	NA
LOC100502961	0	NA	NA	NA	NA	NA
LOC100502964	1.997351365	-0.177772611	0.870093047	-0.204314483	0.838107753	NA
LOC100502965	12.59585402	-0.303876251	0.308740593	-0.984244566	0.324995278	NA
LOC100502966	156.4451739	0.066532229	0.105338364	0.631604921	0.52764507	0.836628575
LOC100502967	0.061833116	0.424981613	3.06038251	0.138865521	0.889556417	NA
LOC100502969	0.691598572	-0.389414494	1.30108449	-0.299299928	0.76471121	NA
LOC100502970	0.114236018	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100502973	30.32392153	0.21600601	0.23191798	0.931389667	0.351652034	0.744974772
LOC100502974	1.103535707	-0.241975943	1.220203274	-0.198307895	0.842804175	NA
LOC100502975	0	NA	NA	NA	NA	NA
LOC100502977	84.45473919	0.305179017	0.106508029	2.865314653	0.004165951	0.083338974
LOC100502979	0	NA	NA	NA	NA	NA
LOC100502980	4.532773773	0.452170801	0.513116832	0.88122387	0.378196662	NA
LOC100502981	0	NA	NA	NA	NA	NA
LOC100502982	64.99209372	0.155384304	0.136857909	1.135369564	0.256220506	0.671096188
LOC100502983	0	NA	NA	NA	NA	NA
LOC100502984	0	NA	NA	NA	NA	NA
LOC100502985	3.056772091	0.423739016	0.732785449	0.578257956	0.563089976	NA
LOC100502986	1.751152948	-0.498201629	0.894625864	-0.556882658	0.577607604	NA
LOC100502987	152.5403457	0.097213489	0.091600652	1.061275071	0.288564912	0.696223212
LOC100502988	0.178270069	0.424987941	2.498511948	0.170096421	0.864934308	NA
LOC100502989	0	NA	NA	NA	NA	NA
LOC100502990	0.062566286	0.424981613	3.06038251	0.138865521	0.889556417	NA
LOC100502991	317.4262982	-0.054308523	0.060913377	-0.891569743	0.372623594	0.758296104
LOC100502992	4.380735805	-0.578158658	0.467698648	-1.23617774	0.216392503	NA
LOC100502993	0	NA	NA	NA	NA	NA
LOC100502995	4.206262118	0.162412567	0.486184372	0.334055508	0.738337673	NA
LOC100502996	0	NA	NA	NA	NA	NA
LOC100502997	0.108107072	0.785651995	3.06038251	0.256716927	0.797397303	NA
LOC100502999	62.83469936	-0.100585581	0.148816193	-0.675904811	0.499101083	0.825144151
LOC100503000	9.979735472	-0.083722364	0.416186267	-0.201165608	0.840569082	NA
LOC100503001	0.115242666	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100503002	23.48243447	0.055599535	0.244736644	0.227181078	0.820282941	NA
LOC100503003	6.470965776	0.239496621	0.482688473	0.496172241	0.619772894	NA
LOC100503005	0.118729214	0.785651995	3.06038251	0.256716927	0.797397303	NA
LOC100503007	0.230955772	1.4659094	2.633087181	0.556726496	0.577714311	NA
LOC100503008	0	NA	NA	NA	NA	NA
LOC100503009	0	NA	NA	NA	NA	NA
LOC100503014	0	NA	NA	NA	NA	NA
LOC100503015	0.136381037	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
LOC100503016	2.298758404	0.458802048	0.968831437	0.473562305	0.635812061	NA
LOC100503019	57.3423976	0.038998034	0.159242212	0.244897591	0.806535727	0.943005317
LOC100503020	0.676350278	0.470726075	1.45880731	0.32267872	0.74693857	NA
LOC100503021	0.131593338	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100503023	1.065716672	-1.322310077	1.040811505	-1.270460665	0.203920586	NA
LOC100503024	7.671413648	0.10500886	0.350885433	0.299268223	0.764735399	NA
LOC100503026	0.820477796	1.75213496	1.202417461	1.45717691	0.145067553	NA
LOC100503027	1.643727924	-0.424191102	0.887260097	-0.47809104	0.632585409	NA
LOC100503029	38.94394348	0.155110765	0.173182932	0.895646952	0.370441351	0.757451437
LOC100503031	0.339180241	-0.296351744	1.887413596	-0.157014734	0.875233236	NA
LOC100503033	0	NA	NA	NA	NA	NA
LOC100503034	0	NA	NA	NA	NA	NA
LOC100503036	0.057930281	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
LOC100503037	11.31240538	0.279962047	0.319661573	0.875807636	0.381134618	NA
LOC100503038	8.014486071	0.41013436	0.423938493	0.967438359	0.333324942	NA
LOC100503039	0.554377964	-0.708621475	1.738092827	-0.407700592	0.683493503	NA
LOC100503040	10.72134412	0.79759245	0.324242019	2.459867644	0.013898826	NA
LOC100503041	11.84505103	-0.016866279	0.294073069	-0.05735404	0.954263174	NA
LOC100503043	624.0817118	-0.030174811	0.06689282	-0.451091927	0.651923296	0.894058251
LOC100503044	0.293138038	-1.657794291	2.169081158	-0.764284123	0.444697945	NA
LOC100503045	0	NA	NA	NA	NA	NA
LOC100503046	7.820316771	0.00648532	0.446407549	0.014527802	0.988408899	NA
LOC100503047	0	NA	NA	NA	NA	NA
LOC100503049	0	NA	NA	NA	NA	NA
LOC100503050	0.540980429	0.798706837	1.765083595	0.452503688	0.650906165	NA
LOC100503052	1.478723563	0.803677113	0.944181373	0.851189333	0.394664187	NA
LOC100503053	0	NA	NA	NA	NA	NA
LOC100503054	0	NA	NA	NA	NA	NA
LOC100503055	1.085361306	-0.927437472	0.994895263	-0.932196088	0.351235197	NA
LOC100503056	19.95255016	0.045260407	0.245392594	0.184440801	0.853667664	NA
LOC100503057	3.272207834	-0.245949389	0.68382603	-0.359666609	0.719096465	NA
LOC100503059	0	NA	NA	NA	NA	NA
LOC100503060	17.14783149	-0.015474027	0.278814977	-0.055499268	0.955740713	NA
LOC100503062	0.858878845	0.51396517	1.163093655	0.441894913	0.658565252	NA
LOC100503063	2.549293191	-0.779020223	0.68506627	-1.137145788	0.255477345	NA
LOC100503065	1.308923394	0.982253841	0.9736119	1.008876166	0.313034027	NA
LOC100503066	35.47262336	-0.164626641	0.195151803	-0.843582472	0.398902762	0.773608579
LOC100503068	2.797125564	-0.509876737	0.60683943	-0.840216889	0.400786791	NA
LOC100503072	0.1319279	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
LOC100503073	9.390049449	0.038025427	0.333942544	0.113868171	0.909342297	NA
LOC100503074	0	NA	NA	NA	NA	NA
LOC100503076	1.289207761	0.147542152	1.144608464	0.128901853	0.897435311	NA
LOC100503078	0	NA	NA	NA	NA	NA
LOC100503079	0	NA	NA	NA	NA	NA
LOC100503080	18.45619915	-0.008500701	0.240955237	-0.03527917	0.971857133	NA
LOC100503081	8.258087234	0.221771897	0.424811323	0.522047989	0.601636918	NA
LOC100503082	0	NA	NA	NA	NA	NA
LOC100503083	4.131697522	0.177039733	0.548978582	0.322489327	0.747082022	NA
LOC100503084	0.908800807	-1.835739271	1.34097633	-1.368957252	0.171012638	NA
LOC100503085	212.5518348	-0.31358278	0.101802053	-3.080318831	0.002067791	0.054607088
LOC100503087	0	NA	NA	NA	NA	NA
LOC100503089	0	NA	NA	NA	NA	NA
LOC100503091	1.668892515	0.607233074	0.84482377	0.718768926	0.472283306	NA
LOC100503092	1.652415432	-0.040186179	0.862341549	-0.046601232	0.96283105	NA
LOC100503094	49.53971629	0.121544515	0.205926355	0.590232928	0.555034499	0.851929001
LOC100503095	3.569771437	-0.56555327	0.573345059	-0.986409949	0.323931985	NA
LOC100503096	0	NA	NA	NA	NA	NA
LOC100503099	1.131355599	0.49113411	0.958764716	0.51225718	0.608471029	NA
LOC100503101	54.84638287	-0.072057756	0.198568728	-0.36288572	0.716690254	0.912781225
LOC100503103	5.343556698	0.537543343	0.498468757	1.078389239	0.280860087	NA
LOC100503104	0.375543032	0.826491977	1.863532649	0.443508182	0.657398202	NA
LOC100503106	0.062566286	0.424981613	3.06038251	0.138865521	0.889556417	NA
LOC100503107	1.789917762	-0.358824018	0.777088006	-0.461754673	0.644257259	NA
LOC100503108	2.886251745	0.394582726	0.64969269	0.607337488	0.543626965	NA
LOC100503109	0.990823573	-0.153518033	1.072534046	-0.143135813	0.886182921	NA
LOC100503114	2.137503665	0.812367361	0.691116058	1.175442751	0.239817629	NA
LOC100503115	0.123898463	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
LOC100503117	0	NA	NA	NA	NA	NA
LOC100503119	0.82967655	-0.642198484	1.417429267	-0.453072685	0.650496404	NA
LOC100503120	14.62415076	0.19308071	0.265452289	0.727365023	0.467002375	NA
LOC100503122	2.522887785	0.565638704	0.825212485	0.68544613	0.493062443	NA
LOC100503125	0.29221465	-0.2963516	1.790360276	-0.165526238	0.8685298	NA
LOC100503128	163.7977216	0.13026779	0.0879397	1.481330838	0.138518435	0.536655127
LOC100503130	0	NA	NA	NA	NA	NA
LOC100503131	0.31375287	1.15102139	1.922312335	0.598769185	0.549326814	NA
LOC100503134	3.918108702	-0.536359941	0.549625677	-0.975864055	0.329131837	NA
LOC100503136	0.357163987	-1.099281321	2.091067	-0.525703538	0.599094205	NA
LOC100503137	0.642697887	0.088947629	1.397188732	0.063661857	0.949239477	NA
LOC100503140	62.24622496	0.020439039	0.142456446	0.143475702	0.8859145	0.970276108
LOC100503147	1.243549034	-0.712757017	1.135292444	-0.627817987	0.530123182	NA
LOC100503148	8.692917274	0.342405981	0.414518649	0.826032753	0.408785512	NA
LOC100503149	29.03100956	-0.460662322	0.236767369	-1.945632645	0.051698883	0.344388792
LOC100503150	0.062566286	0.424981613	3.06038251	0.138865521	0.889556417	NA
LOC100503152	68.75883085	-0.028834472	0.195044553	-0.147835311	0.882472741	0.969363797
LOC100503154	1.073908473	0.540143197	1.063629101	0.507830404	0.611572285	NA
LOC100503157	0.297857207	-1.674903368	2.45341361	-0.682682839	0.494807276	NA
LOC100503163	1.27969806	-1.235885342	1.014242484	-1.218530441	0.223022464	NA
LOC100503166	0	NA	NA	NA	NA	NA
LOC100503167	0	NA	NA	NA	NA	NA
LOC100503170	0.688172866	0.840411603	1.42351791	0.590376557	0.554938224	NA
LOC100503172	0.079999047	0.424981613	3.06038251	0.138865521	0.889556417	NA
LOC100503173	51.05580396	0.110046598	0.161679034	0.680648537	0.496093907	0.824558252
LOC100503175	0.999659439	-0.135842784	1.049482333	-0.129437895	0.897011164	NA
LOC100503178	230.9043051	0.233120001	0.085610236	2.723038888	0.006468444	0.108680051
LOC100503181	80.19725552	-0.158357756	0.148535287	-1.066128861	0.286365395	0.694947377
LOC100503184	0	NA	NA	NA	NA	NA
LOC100503185	38.42044858	0.114359997	0.173695733	0.658392668	0.510285845	0.828247953
LOC100503188	33.29808907	-0.157100041	0.190418294	-0.825025984	0.409356839	0.774181377
LOC100503190	0	NA	NA	NA	NA	NA
LOC100503191	6.360882855	0.076239981	0.457170425	0.166764903	0.867555036	NA
LOC100503195	21.37332615	0.390384579	0.216987071	1.799114465	0.072000576	NA
LOC100503197	0	NA	NA	NA	NA	NA
LOC100503198	0	NA	NA	NA	NA	NA
LOC100503199	79.16458803	-0.016395736	0.13928793	-0.117711104	0.906296568	0.975716941
LOC100503200	18.15997479	0.034619638	0.275299101	0.125752817	0.899927592	NA
LOC100503202	0	NA	NA	NA	NA	NA
LOC100503203	0	NA	NA	NA	NA	NA
LOC100503205	0	NA	NA	NA	NA	NA
LOC100503209	12.49128912	-0.197168109	0.29848578	-0.660561147	0.508893793	NA
LOC100503211	0.320500307	0.424993215	1.750262457	0.242816849	0.808147282	NA
LOC100503212	10.1180406	0.4522003	0.335997239	1.345845283	0.178352418	NA
LOC100503214	46.41335107	0.456500887	0.181972566	2.508624776	0.012120215	0.163477343
LOC100503216	27.70538496	-0.20658445	0.282288298	-0.731820806	0.464277948	0.805427875
LOC100503222	0.727606292	0.528613831	1.325234311	0.398883296	0.689979197	NA
LOC100503228	0	NA	NA	NA	NA	NA
LOC100503230	0.489882016	0.685395232	1.507202275	0.454746681	0.649291493	NA
LOC100503231	0	NA	NA	NA	NA	NA
LOC100503233	1.319847157	0.161388281	0.979924827	0.164694553	0.869184405	NA
LOC100503234	0	NA	NA	NA	NA	NA
LOC100503237	1.578152465	-0.817326772	0.816659059	-1.000817616	0.316914992	NA
LOC100503238	8.448007058	-0.089695813	0.327146737	-0.274176089	0.783949302	NA
LOC100503240	0	NA	NA	NA	NA	NA
LOC100503242	0	NA	NA	NA	NA	NA
LOC100503248	0.876067123	-0.409547582	1.26125016	-0.324715584	0.745396339	NA
LOC100503249	8.656364222	0.433224496	0.455740729	0.950594204	0.341810412	NA
LOC100503250	0	NA	NA	NA	NA	NA
LOC100503253	43.49782966	-0.150025155	0.180524506	-0.831051466	0.405944556	0.773691776
LOC100503255	4.190453912	-0.043527868	0.476949529	-0.091263049	0.927283578	NA
LOC100503256	0.518573401	-0.708653867	1.765910766	-0.401296532	0.688201816	NA
LOC100503260	0.051669733	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
LOC100503261	0.062566286	0.424981613	3.06038251	0.138865521	0.889556417	NA
LOC100503265	1.073982662	-0.563422614	0.996688366	-0.565294663	0.571873358	NA
LOC100503268	0	NA	NA	NA	NA	NA
LOC100503270	0.104601905	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
LOC100503272	5.19893957	-0.198697213	0.492229771	-0.403667605	0.686457164	NA
LOC100503277	30.06080329	0.071350435	0.229792222	0.310499783	0.756180924	0.925220559
LOC100503280	0.131077153	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100503282	98.29182022	0.321180181	0.137945293	2.328315619	0.019895351	0.212263495
LOC100503283	0.057930281	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
LOC100503284	1.875005744	1.045338415	0.713216928	1.465666861	0.142739067	NA
LOC100503286	56.15200719	-0.037505991	0.164640848	-0.227804895	0.819797921	0.948121845
LOC100503288	0.2782132	0.064319808	1.964465488	0.032741633	0.973880623	NA
LOC100503289	3.603447207	0.046366146	0.600024824	0.077273713	0.938405802	NA
LOC100503291	0.130342908	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100503292	21.49111945	0.098840231	0.237205643	0.416685835	0.676908216	NA
LOC100503297	0.958227425	0.910217057	1.351165483	0.673653279	0.500531772	NA
LOC100503298	0	NA	NA	NA	NA	NA
LOC100503302	183.3010818	-0.013389779	0.136505572	-0.098089615	0.921861134	0.980116369
LOC100503306	0.2572727	-0.65702424	2.007777447	-0.327239576	0.74348669	NA
LOC100503307	5.400874883	-0.306165222	0.461808796	-0.662969663	0.507349984	NA
LOC100503309	0.198596768	0.424986134	2.731087067	0.155610614	0.876339958	NA
LOC100503311	1.934311639	0.06060707	0.801493628	0.075617657	0.939723288	NA
LOC100503318	8.70117268	-0.245086705	0.343316421	-0.713879936	0.475301425	NA
LOC100503319	7.03621441	-0.575395457	0.415865635	-1.383609052	0.166478195	NA
LOC100503321	0.686539447	1.345663658	1.369144093	0.982850282	0.32568113	NA
LOC100503323	2.106695491	-0.987030123	0.782633517	-1.261165158	0.207249349	NA
LOC100503324	28.73185315	-0.028932484	0.220757568	-0.131059988	0.895727853	0.973664846
LOC100503326	0.058868447	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
LOC100503328	131.235356	0.044009756	0.100571818	0.437595315	0.661679668	0.896272626
LOC100503330	29.67004717	-0.144965713	0.207968261	-0.697056907	0.485767181	0.81987737
LOC100503331	0	NA	NA	NA	NA	NA
LOC100503332	0.68751672	-1.402037846	1.515753467	-0.924977496	0.354977614	NA
LOC100503333	0	NA	NA	NA	NA	NA
LOC100503334	22.83394325	-0.060412056	0.21649973	-0.27903987	0.780214227	NA
LOC100503337	37.98670193	0.303742181	0.205370015	1.478999654	0.139140407	0.537484254
LOC100503338	1.251983019	-0.0654194	1.003272102	-0.06520604	0.948009953	NA
LOC100503340	0.18742295	1.146326222	2.7848157	0.411634501	0.68060734	NA
LOC100503341	8.084026089	-0.048159658	0.339374787	-0.141907001	0.887153464	NA
LOC100503342	0.072228731	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
LOC100503344	37.40211283	0.341942502	0.215220307	1.588802217	0.112105053	0.490586057
LOC100503345	0.934436298	1.971442967	1.436339191	1.372546943	0.169893236	NA
LOC100503346	0	NA	NA	NA	NA	NA
LOC100503347	15.53310033	0.38991527	0.255559354	1.525732726	0.127076441	NA
LOC100503350	8.980766647	0.145091147	0.36329276	0.39937803	0.68961468	NA
LOC100503351	32.56296837	-0.070260786	0.22159115	-0.31707397	0.751187476	0.923852355
LOC100503352	0.142565333	0.785652333	3.032956353	0.259038457	0.795605569	NA
LOC100503354	0	NA	NA	NA	NA	NA
LOC100503355	2.195823288	-0.158335914	0.801182688	-0.197627728	0.843336339	NA
LOC100503357	1.016762626	-0.729854341	1.083777242	-0.673435751	0.500670111	NA
LOC100503358	65.44922526	-0.098650625	0.21343361	-0.462207548	0.643932491	0.890950039
LOC100503359	10.53473168	-0.157902173	0.323103436	-0.488704715	0.625050765	NA
LOC100503360	0.592635115	1.153289245	1.568770973	0.73515463	0.462245327	NA
LOC100503361	0.191795053	1.146330679	2.426515878	0.472418371	0.636628194	NA
LOC100503363	1.198133719	-0.021626288	1.112623653	-0.019437199	0.984492335	NA
LOC100503364	0.139728321	0.785651995	3.06038251	0.256716927	0.797397303	NA
LOC100503365	0.111983817	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100503366	0.117736895	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
LOC100503367	0	NA	NA	NA	NA	NA
LOC100503368	0	NA	NA	NA	NA	NA
LOC100503369	0	NA	NA	NA	NA	NA
LOC100503370	0	NA	NA	NA	NA	NA
LOC100503373	1.813323767	0.250193032	0.931778899	0.268511159	0.788305887	NA
LOC100503374	16.98118301	0.180273157	0.335711294	0.536988658	0.591275448	NA
LOC100503377	28.26338828	0.31907178	0.219866459	1.451207163	0.146722183	0.548630502
LOC100503378	0.3666404	0.78544327	2.083472594	0.37698757	0.706182843	NA
LOC100503379	10.90647492	0.3202088	0.33869354	0.945423408	0.344442756	NA
LOC100503380	3.34836826	1.115067822	0.663803021	1.679817334	0.092992862	NA
LOC100503381	2.687569467	0.18059614	0.676168322	0.267087549	0.789401754	NA
LOC100503383	0.288914923	-1.550430928	2.839581924	-0.54600676	0.58506129	NA
LOC100503384	4.90756472	-0.218057714	0.586497616	-0.37179642	0.710044429	NA
LOC100503385	0.876447909	0.432681839	1.323023579	0.327040157	0.743637513	NA
LOC100503386	122.1458249	-0.336563518	0.090650873	-3.712744352	0.000205024	0.00994273
LOC100503387	865.8639857	0.078454782	0.081932599	0.957552701	0.33828836	0.739135472
LOC100503388	0	NA	NA	NA	NA	NA
LOC100503389	0.667731325	-0.289564599	1.267842951	-0.228391536	0.819341869	NA
LOC100503390	7.208881322	0.053515454	0.427293455	0.125242858	0.900331288	NA
LOC100503391	0	NA	NA	NA	NA	NA
LOC100503392	0.420543397	1.691772171	1.640187353	1.031450564	0.302329579	NA
LOC100503393	27.0096662	0.591208791	0.236951893	2.495058313	0.012593643	0.165570724
LOC100503394	0.712784245	0.607865067	1.456186793	0.41743619	0.676359389	NA
LOC100503396	1.462721699	-0.431173585	1.024169559	-0.420998243	0.673756365	NA
LOC100503397	0.114765288	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100503398	0	NA	NA	NA	NA	NA
LOC100503399	0	NA	NA	NA	NA	NA
LOC100503401	0	NA	NA	NA	NA	NA
LOC100503402	0	NA	NA	NA	NA	NA
LOC100503407	26.06742825	0.226164853	0.226370396	0.999092004	0.317750124	NA
LOC100503409	3.792910219	0.043390868	0.576877105	0.075216831	0.940042193	NA
LOC100503411	37.16071792	0.381812367	0.202277518	1.887566996	0.059084104	0.366684634
LOC100503412	0.18381815	-0.296353838	2.459415946	-0.120497648	0.904088942	NA
LOC100503413	0.115860562	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
LOC100503414	2.037539258	-0.512198265	0.717839387	-0.71352767	0.475519297	NA
LOC100503415	0	NA	NA	NA	NA	NA
LOC100503416	4.986377616	-0.366027342	0.480187721	-0.762258853	0.445905527	NA
LOC100503422	0	NA	NA	NA	NA	NA
LOC100503423	0	NA	NA	NA	NA	NA
LOC100503424	0.22160992	0.785660816	2.345624456	0.334947401	0.737664764	NA
LOC100503425	0	NA	NA	NA	NA	NA
LOC100503426	50.80924258	0.170101914	0.154454934	1.1013045	0.270764154	0.684291131
LOC100503427	0	NA	NA	NA	NA	NA
LOC100503428	16.75228627	0.224858991	0.301818168	0.745014765	0.456262794	NA
LOC100503429	32.82080886	0.318706495	0.204487741	1.558560396	0.119100463	0.504239221
LOC100503430	0.676209681	0.416346302	1.331178481	0.312765199	0.754459057	NA
LOC100503431	0.649871924	-0.12632233	1.723810469	-0.07328087	0.941582615	NA
LOC100503433	0.176605342	-1.017694849	3.06038251	-0.332538448	0.739482713	NA
LOC100503434	5.94805073	-0.142120996	0.45157564	-0.31472246	0.752972389	NA
LOC100503435	44.05159665	0.146917999	0.161933121	0.907275779	0.364260979	0.754035776
LOC100503436	65.67186421	0.218827829	0.140847241	1.553653648	0.120267055	0.50680685
LOC100503437	48.59611744	0.051845228	0.184747811	0.28062702	0.77899649	0.935093784
LOC100503438	0.079999047	0.424981613	3.06038251	0.138865521	0.889556417	NA
LOC100503439	0	NA	NA	NA	NA	NA
LOC100503440	1.051714774	0.256204779	1.022332295	0.250608124	0.8021171	NA
LOC100503441	148.305952	0.075832718	0.098165632	0.772497627	0.439819752	0.792641374
LOC100503442	9.922720488	0.075416753	0.357155896	0.211159201	0.832763046	NA
LOC100503444	20.27338479	0.018429413	0.262059657	0.070325257	0.94393478	NA
LOC100503445	0	NA	NA	NA	NA	NA
LOC100503446	0	NA	NA	NA	NA	NA
LOC100503447	4.229799207	-0.242979972	0.489324744	-0.496561792	0.619498103	NA
LOC100503448	6.314597706	0.399946947	0.465871421	0.858492126	0.390620777	NA
LOC100503449	0.123666231	0.785651995	3.06038251	0.256716927	0.797397303	NA
LOC100503451	0	NA	NA	NA	NA	NA
LOC100503452	95.58895696	-0.079702828	0.128772811	-0.618941435	0.535954941	0.841040416
LOC100503453	2.444264547	0.623323209	0.663601653	0.939303281	0.347575055	NA
LOC100503455	1.158298255	-0.413596628	0.99440328	-0.415924441	0.677465294	NA
LOC100503456	142.0232423	-0.090255518	0.10250326	-0.880513639	0.37858112	0.762268088
LOC100503457	0.865044303	0.017468125	1.259276648	0.013871555	0.988932455	NA
LOC100503459	5.211156752	0.155652545	0.503323009	0.30924981	0.757131506	NA
LOC100503460	0.121434733	0.064312919	3.06038251	0.021014667	0.983233956	NA
LOC100503461	1.213583575	0.104650334	1.253757402	0.083469365	0.933478335	NA
LOC100503462	1.017855899	-1.104666513	1.202112436	-0.918937763	0.358128126	NA
LOC100503463	0.615150589	0.600498455	1.735656632	0.34597768	0.729359489	NA
LOC100503465	0.903794926	-0.915202713	1.037742424	-0.881917027	0.377821679	NA
LOC100503467	20.41467907	0.040351364	0.298350912	0.135248	0.892415797	NA
LOC100503468	8.16853371	-0.044856778	0.352352713	-0.127306463	0.898697845	NA
LOC100503469	6.801929763	0.180878696	0.426652409	0.42394861	0.671603292	NA
LOC100503470	0	NA	NA	NA	NA	NA
LOC100503471	0.560683839	-0.80857762	1.755431313	-0.460614787	0.645075001	NA
LOC100503474	0.060478748	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
LOC100503475	0.853177659	1.366074907	1.194648288	1.143495471	0.252832934	NA
LOC100503476	307.9932608	0.135419939	0.195580595	0.69239967	0.488686373	0.820682341
LOC100503480	0	NA	NA	NA	NA	NA
LOC100503483	0	NA	NA	NA	NA	NA
