source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0010038,response to metal ion,0.015529473777720328,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]",395,275,12,26944,0.04363636363636364,0.030379746835443037,query_1,['GO:0010035']
GO:BP,GO:0003333,amino acid transmembrane transport,0.015554852806592362,True,"""The process in which an amino acid is transported across a membrane."" [GOC:dph, GOC:tb]",107,275,6,26944,0.02181818181818182,0.056074766355140186,query_1,"['GO:0006865', 'GO:1905039']"
GO:CC,GO:0031931,TORC1 complex,0.01563451350277189,True,"""A protein complex that contains at least TOR (target of rapamycin) and Raptor (regulatory-associated protein of TOR), or orthologs of, in complex with other signaling components. Mediates the phosphorylation and activation of S6K. In Saccharomyces, the complex contains Kog1p, Lst8p, Tco89p, and either Tor1p or Tor2p."" [GOC:jh, PMID:15780592, PMID:16469695, PMID:21548787]",7,277,2,26995,0.007220216606498195,0.2857142857142857,query_1,['GO:0038201']
GO:CC,GO:0098645,collagen network,0.01563451350277189,True,"""A supramolecular complex that consists of collagen triple helices associated to form a network."" [GOC:dos, PMID:21421911]",7,277,2,26995,0.007220216606498195,0.2857142857142857,query_1,"['GO:0098644', 'GO:0099081']"
GO:CC,GO:0098642,network-forming collagen trimer,0.01563451350277189,True,"""A collagen trimer that forms networks."" [PMID:21421911]",7,277,2,26995,0.007220216606498195,0.2857142857142857,query_1,"['GO:0005581', 'GO:0098645']"
GO:CC,GO:0097433,dense body,0.01563451350277189,True,"""An electron dense body which may contain granules."" [ISBN:0195065719, NIF_Subcellular:sao730872736]",7,277,2,26995,0.007220216606498195,0.2857142857142857,query_1,"['GO:0005737', 'GO:0110165']"
GO:BP,GO:0050804,modulation of chemical synaptic transmission,0.016229898364505117,True,"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]",695,275,17,26944,0.06181818181818182,0.02446043165467626,query_1,"['GO:0007268', 'GO:0099177']"
GO:BP,GO:0030036,actin cytoskeleton organization,0.016229898364505117,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",695,275,17,26944,0.06181818181818182,0.02446043165467626,query_1,"['GO:0007010', 'GO:0030029']"
GO:BP,GO:0099177,regulation of trans-synaptic signaling,0.01633743432550278,True,"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]",696,275,17,26944,0.06181818181818182,0.02442528735632184,query_1,"['GO:0010646', 'GO:0023051', 'GO:0099537']"
GO:BP,GO:0072331,signal transduction by p53 class mediator,0.01633743432550278,True,"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]",149,275,7,26944,0.025454545454545455,0.04697986577181208,query_1,['GO:0035556']
GO:CC,GO:0070603,SWI/SNF superfamily-type complex,0.016369583587761832,True,"""A protein complex that contains an ortholog of the Saccharomyces ATPase Swi2/Snf2 as one of the catalytic subunit components (ATPase) and mediates assembly of nucleosomes, changes to the spacing or structure of nucleosomes, or some combination of those activities in a manner that requires ATP."" [GOC:bhm, GOC:krc, GOC:mah, PMID:16155938]",89,277,5,26995,0.018050541516245487,0.056179775280898875,query_1,"['GO:0000785', 'GO:0140513', 'GO:1904949']"
GO:BP,GO:0032535,regulation of cellular component size,0.01646877797637985,True,"""A process that modulates the size of a cellular component."" [GOC:mah]",399,275,12,26944,0.04363636363636364,0.03007518796992481,query_1,"['GO:0016043', 'GO:0090066']"
GO:CC,GO:0098796,membrane protein complex,0.016507256290637085,True,"""Any protein complex that is part of a membrane."" [GOC:dos]",1242,277,24,26995,0.08664259927797834,0.01932367149758454,query_1,"['GO:0016020', 'GO:0032991']"
GO:CC,GO:0000785,chromatin,0.016507256290637085,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",759,277,17,26995,0.061371841155234655,0.022397891963109356,query_1,"['GO:0005694', 'GO:0032993']"
GO:BP,GO:0006896,Golgi to vacuole transport,0.01670033178387073,True,"""The directed movement of substances from the Golgi to the vacuole."" [GOC:ai]",19,275,3,26944,0.01090909090909091,0.15789473684210525,query_1,"['GO:0006892', 'GO:0007034']"
GO:BP,GO:0055007,cardiac muscle cell differentiation,0.016756796717506982,True,"""The process in which a cardiac muscle precursor cell acquires specialized features of a cardiac muscle cell. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction."" [GOC:devbiol, GOC:mtg_heart]",150,275,7,26944,0.025454545454545455,0.04666666666666667,query_1,"['GO:0035051', 'GO:0048738', 'GO:0051146']"
GO:CC,GO:0150034,distal axon,0.017284771560595137,True,"""That part of an axon close to and including the growth cone or the axon terminus."" [GOC:aruk, GOC:bc, PMID:17202468]",390,277,11,26995,0.039711191335740074,0.028205128205128206,query_1,"['GO:0030424', 'GO:0110165']"
GO:BP,GO:0010817,regulation of hormone levels,0.01747984958715227,True,"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]",639,275,16,26944,0.05818181818181818,0.025039123630672927,query_1,['GO:0065008']
GO:BP,GO:0055117,regulation of cardiac muscle contraction,0.01765390923833704,True,"""Any process that modulates the frequency, rate or extent of cardiac muscle contraction."" [GOC:ecd]",74,275,5,26944,0.01818181818181818,0.06756756756756757,query_1,"['GO:0006942', 'GO:0008016', 'GO:0060048']"
GO:BP,GO:0015031,protein transport,0.01765390923833704,True,"""The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1452,275,28,26944,0.10181818181818182,0.01928374655647383,query_1,"['GO:0045184', 'GO:0071702', 'GO:0071705']"
GO:BP,GO:0006811,monoatomic ion transport,0.01765390923833704,True,"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",1239,275,25,26944,0.09090909090909091,0.020177562550443905,query_1,['GO:0006810']
GO:BP,GO:0009891,positive regulation of biosynthetic process,0.017814708273744803,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2827,275,46,26944,0.16727272727272727,0.01627166607711355,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:0055082,intracellular chemical homeostasis,0.017814708273744803,True,"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]",768,275,18,26944,0.06545454545454546,0.0234375,query_1,"['GO:0019725', 'GO:0048878']"
GO:BP,GO:0031947,negative regulation of glucocorticoid biosynthetic process,0.017905806209724213,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of glucocorticoids."" [GOC:mah]",5,275,2,26944,0.007272727272727273,0.4,query_1,"['GO:0006704', 'GO:0031944', 'GO:0031946', 'GO:0090032']"
GO:BP,GO:0031944,negative regulation of glucocorticoid metabolic process,0.017905806209724213,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving glucocorticoids."" [GOC:mah]",5,275,2,26944,0.007272727272727273,0.4,query_1,"['GO:0008211', 'GO:0031324', 'GO:0031943', 'GO:0032351', 'GO:0045939']"
GO:BP,GO:0098713,leucine import across plasma membrane,0.017905806209724213,True,"""The directed movement of leucine from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",5,275,2,26944,0.007272727272727273,0.4,query_1,"['GO:0015820', 'GO:0089718']"
GO:BP,GO:1903801,L-leucine import across plasma membrane,0.017905806209724213,True,"""The directed movement of L-leucine from outside of a cell, across the plasma membrane and into the cytosol."" [GO_REF:0000075, GOC:TermGenie, PMID:23895341]",5,275,2,26944,0.007272727272727273,0.4,query_1,"['GO:0098713', 'GO:1902475']"
GO:CC,GO:0016514,SWI/SNF complex,0.017988113585446774,True,"""A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the yeast SNF2 or mammalian SMARCA4/BAF190A/BRG1 gene, or an ortholog thereof."" [GOC:bhm, PMID:12672490]",27,277,3,26995,0.010830324909747292,0.1111111111111111,query_1,['GO:0070603']
GO:BP,GO:0051493,regulation of cytoskeleton organization,0.01807321582111414,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",522,275,14,26944,0.05090909090909091,0.02681992337164751,query_1,"['GO:0007010', 'GO:0033043']"
GO:BP,GO:0032231,regulation of actin filament bundle assembly,0.018108805478858882,True,"""Any process that modulates the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]",112,275,6,26944,0.02181818181818182,0.05357142857142857,query_1,"['GO:0044087', 'GO:0051017', 'GO:0110053']"
GO:BP,GO:0030490,maturation of SSU-rRNA,0.01816078925751265,True,"""Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule."" [GOC:curators]",44,275,4,26944,0.014545454545454545,0.09090909090909091,query_1,"['GO:0006364', 'GO:0042274']"
GO:BP,GO:0032012,regulation of ARF protein signal transduction,0.01816078925751265,True,"""Any process that modulates the frequency, rate or extent of ARF protein signal transduction."" [GOC:mah]",20,275,3,26944,0.01090909090909091,0.15,query_1,"['GO:0032011', 'GO:0051056']"
GO:BP,GO:0032011,ARF protein signal transduction,0.01816078925751265,True,"""An intracellular signaling cassette in which a small monomeric GTPase of the ARF subfamily relays a signal."" [GOC:mah]",20,275,3,26944,0.01090909090909091,0.15,query_1,['GO:0007264']
GO:BP,GO:0048511,rhythmic process,0.01817998563249296,True,"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]",352,275,11,26944,0.04,0.03125,query_1,['GO:0008150']
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,0.018205706434904666,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",904,275,20,26944,0.07272727272727272,0.022123893805309734,query_1,"['GO:0009653', 'GO:0050793']"
GO:CC,GO:0005768,endosome,0.01827785164658685,True,"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]",973,277,20,26995,0.07220216606498195,0.020554984583761562,query_1,"['GO:0012505', 'GO:0031410']"
GO:MF,GO:0140297,DNA-binding transcription factor binding,0.01846163494740631,True,"""Binding to a DNA-binding transcription factor, a protein that interacts with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription."" [GOC:txnOH-2018]",533,273,15,25063,0.054945054945054944,0.028142589118198873,query_1,['GO:0008134']
GO:MF,GO:0070717,poly-purine tract binding,0.018589959050596568,True,"""Binding to a stretch of purines (adenine or guanine) in an RNA molecule."" [GOC:mah]",39,273,4,25063,0.014652014652014652,0.10256410256410256,query_1,['GO:0003727']
GO:BP,GO:0045214,sarcomere organization,0.018803702180825978,True,"""The myofibril assembly process that results in the organization of muscle actomyosin into sarcomeres. The sarcomere is the repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs."" [GOC:bf]",45,275,4,26944,0.014545454545454545,0.08888888888888889,query_1,"['GO:0030239', 'GO:0031032']"
GO:BP,GO:0099173,postsynapse organization,0.018803702180825978,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]",250,275,9,26944,0.03272727272727273,0.036,query_1,"['GO:0016043', 'GO:0050808']"
GO:BP,GO:0051050,positive regulation of transport,0.018803702180825978,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",975,275,21,26944,0.07636363636363637,0.021538461538461538,query_1,"['GO:0006810', 'GO:0048518', 'GO:0051049']"
GO:BP,GO:0046364,monosaccharide biosynthetic process,0.018803702180825978,True,"""The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms."" [ISBN:0198506732]",114,275,6,26944,0.02181818181818182,0.05263157894736842,query_1,"['GO:0005996', 'GO:0016051', 'GO:0044283']"
GO:BP,GO:0034220,monoatomic ion transmembrane transport,0.018803702180825978,True,"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",975,275,21,26944,0.07636363636363637,0.021538461538461538,query_1,"['GO:0006811', 'GO:0055085']"
GO:BP,GO:0032774,RNA biosynthetic process,0.018803702180825978,True,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",3494,275,54,26944,0.19636363636363635,0.015455065827132226,query_1,"['GO:0009059', 'GO:0016070', 'GO:0034654']"
GO:BP,GO:0006109,regulation of carbohydrate metabolic process,0.018803702180825978,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates."" [GOC:go_curators]",201,275,8,26944,0.02909090909090909,0.03980099502487562,query_1,"['GO:0005975', 'GO:0080090']"
GO:BP,GO:0098739,import across plasma membrane,0.018803702180825978,True,"""The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",201,275,8,26944,0.02909090909090909,0.03980099502487562,query_1,"['GO:0055085', 'GO:0098657']"
GO:BP,GO:0009889,regulation of biosynthetic process,0.018891439946662116,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",5706,275,80,26944,0.2909090909090909,0.014020329477742727,query_1,"['GO:0009058', 'GO:0019222']"
GO:BP,GO:0010647,positive regulation of cell communication,0.019012017422705776,True,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1990,275,35,26944,0.12727272727272726,0.017587939698492462,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048522']"
GO:BP,GO:0023056,positive regulation of signaling,0.019012017422705776,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1990,275,35,26944,0.12727272727272726,0.017587939698492462,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']"
GO:CC,GO:0110016,B-WICH complex,0.019019729123176198,True,"""A chromatin remodeling complex that positively regulates histone H3 acetylation, in particular H3K9, by recruiting histone acetyltransferases to rDNA gene regions. Located in the nucleolus where it assembles on RNA Polymerase I (Pol I) and possibly on RNA Polymerase III (Pol III) promoter and coding regions during early G1 phase and activates the post-initiation phases of Pol I transcription. May also activate RNA Polymerase II (Pol II) gene transcription. In mammals, B-WICH contains the WICH complex core of BAZ1B and SMARCA5, additional protein subunits and possibly rRNAs. Although it contains several catalytic subunits it is not clear which functions are carried out by the complex itself."" [GOC:bhm, PMID:16603771, PMID:21559432, PMID:23555303, PMID:26044184]",8,277,2,26995,0.007220216606498195,0.25,query_1,"['GO:0005730', 'GO:0070603']"
GO:BP,GO:0043603,amide metabolic process,0.01924611710395722,True,"""The chemical reactions and pathways involving an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group, as carried out by individual cells."" [GOC:curators]",1186,275,24,26944,0.08727272727272728,0.02023608768971332,query_1,['GO:0006807']
GO:BP,GO:0070925,organelle assembly,0.019340801858900237,True,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",980,275,21,26944,0.07636363636363637,0.02142857142857143,query_1,"['GO:0006996', 'GO:0022607']"
GO:BP,GO:0051726,regulation of cell cycle,0.01946055217064166,True,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",1049,275,22,26944,0.08,0.020972354623450904,query_1,"['GO:0007049', 'GO:0050794']"
GO:BP,GO:1903036,positive regulation of response to wounding,0.019567155655832707,True,"""Any process that activates or increases the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",78,275,5,26944,0.01818181818181818,0.0641025641025641,query_1,"['GO:0009611', 'GO:0048584', 'GO:1903034']"
GO:BP,GO:0010507,negative regulation of autophagy,0.019567155655832707,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]",78,275,5,26944,0.01818181818181818,0.0641025641025641,query_1,"['GO:0006914', 'GO:0010506', 'GO:0031330']"
GO:BP,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.019567155655832707,True,"""Any process involved in the maturation of an rRNA molecule originally produced as part of a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."" [GOC:curators, PMID:10690410]",21,275,3,26944,0.01090909090909091,0.14285714285714285,query_1,['GO:0000460']
GO:BP,GO:0030307,positive regulation of cell growth,0.01957610452607699,True,"""Any process that activates or increases the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",204,275,8,26944,0.02909090909090909,0.0392156862745098,query_1,"['GO:0001558', 'GO:0016049', 'GO:0045927', 'GO:0048522']"
GO:BP,GO:0007034,vacuolar transport,0.02018136707717907,True,"""The directed movement of substances into, out of or within a vacuole."" [GOC:ai]",159,275,7,26944,0.025454545454545455,0.0440251572327044,query_1,['GO:0046907']
GO:BP,GO:0045927,positive regulation of growth,0.020278075947548962,True,"""Any process that activates or increases the rate or extent of growth, the increase in size or mass of all or part of an organism."" [GOC:go_curators]",307,275,10,26944,0.03636363636363636,0.03257328990228013,query_1,"['GO:0040007', 'GO:0040008', 'GO:0048518']"
GO:BP,GO:0030003,intracellular monoatomic cation homeostasis,0.020278075947548962,True,"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]",535,275,14,26944,0.05090909090909091,0.026168224299065422,query_1,"['GO:0006873', 'GO:0055080']"
GO:BP,GO:0051094,positive regulation of developmental process,0.020278075947548962,True,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",1480,275,28,26944,0.10181818181818182,0.01891891891891892,query_1,"['GO:0032502', 'GO:0048518', 'GO:0050793']"
GO:BP,GO:0008306,associative learning,0.020278075947548962,True,"""Learning by associating a stimulus (the cause) with a particular outcome (the effect)."" [ISBN:0582227089]",117,275,6,26944,0.02181818181818182,0.05128205128205128,query_1,['GO:0007612']
GO:BP,GO:0048639,positive regulation of developmental growth,0.02034682552908623,True,"""Any process that activates, maintains or increases the rate of developmental growth."" [GOC:go_curators]",206,275,8,26944,0.02909090909090909,0.038834951456310676,query_1,"['GO:0045927', 'GO:0048589', 'GO:0048638', 'GO:0051094']"
GO:CC,GO:0043679,axon terminus,0.020357099037257454,True,"""Terminal inflated portion of the axon, containing the specialized apparatus necessary to release neurotransmitters. The axon terminus is considered to be the whole region of thickening and the terminal button is a specialized region of it."" [GOC:dph, GOC:jl]",185,277,7,26995,0.02527075812274368,0.03783783783783784,query_1,"['GO:0044306', 'GO:0098793', 'GO:0150034']"
GO:CC,GO:0031968,organelle outer membrane,0.020357099037257454,True,"""The outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope."" [GOC:mah]",236,277,8,26995,0.02888086642599278,0.03389830508474576,query_1,"['GO:0019867', 'GO:0031967', 'GO:0098588']"
GO:CC,GO:0019867,outer membrane,0.020357099037257454,True,"""The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites."" [GOC:go_curators]",236,277,8,26995,0.02888086642599278,0.03389830508474576,query_1,['GO:0016020']
GO:CC,GO:0099503,secretory vesicle,0.020357099037257454,True,"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]",714,277,16,26995,0.05776173285198556,0.022408963585434174,query_1,['GO:0031410']
GO:BP,GO:0060421,positive regulation of heart growth,0.02070568644543748,True,"""Any process that increases the rate or extent of heart growth. Heart growth is the increase in size or mass of the heart."" [GOC:BHF, GOC:dph, GOC:tb]",47,275,4,26944,0.014545454545454545,0.0851063829787234,query_1,"['GO:0046622', 'GO:0060419', 'GO:0060420']"
GO:MF,GO:0008134,transcription factor binding,0.02104057666736924,True,"""Binding to a transcription factor, a protein required to initiate or regulate transcription."" [ISBN:0198506732]",659,273,17,25063,0.06227106227106227,0.025796661608497723,query_1,['GO:0005515']
GO:BP,GO:0019318,hexose metabolic process,0.021120497155697575,True,"""The chemical reactions and pathways involving a hexose, any monosaccharide with a chain of six carbon atoms in the molecule."" [ISBN:0198506732]",257,275,9,26944,0.03272727272727273,0.03501945525291829,query_1,['GO:0005996']
GO:MF,GO:0051020,GTPase binding,0.021236303200714686,True,"""Binding to a GTPase, any enzyme that catalyzes the hydrolysis of GTP."" [GOC:ai]",328,273,11,25063,0.040293040293040296,0.03353658536585366,query_1,['GO:0019899']
GO:BP,GO:0050808,synapse organization,0.021355905193406632,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]",539,275,14,26944,0.05090909090909091,0.025974025974025976,query_1,['GO:0034330']
GO:BP,GO:0099068,postsynapse assembly,0.022153138376172967,True,"""The aggregation, arrangement and bonding together of a set of components to form a postsynapse."" [GOC:bf, GOC:dos, GOCL:PARL]",48,275,4,26944,0.014545454545454545,0.08333333333333333,query_1,"['GO:0007416', 'GO:0022607', 'GO:0099173']"
GO:BP,GO:0090032,negative regulation of steroid hormone biosynthetic process,0.022695970996444482,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroid hormones,compounds with a 1, 2, cyclopentanoperhydrophenanthrene nucleus that act as hormones."" [GOC:dph, GOC:tb]",6,275,2,26944,0.007272727272727273,0.3333333333333333,query_1,"['GO:0010894', 'GO:0032353', 'GO:0090030']"
GO:BP,GO:0015827,tryptophan transport,0.022695970996444482,True,"""The directed movement of tryptophan, 2-amino-3-(1H-indol-3-yl)propanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",6,275,2,26944,0.007272727272727273,0.3333333333333333,query_1,['GO:0015801']
GO:BP,GO:0098771,inorganic ion homeostasis,0.022695970996444482,True,"""Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell."" [GOC:dos]",543,275,14,26944,0.05090909090909091,0.02578268876611418,query_1,['GO:0048878']
GO:BP,GO:2000302,positive regulation of synaptic vesicle exocytosis,0.022695970996444482,True,"""Any process that activates or increases the frequency, rate or extent of synaptic vesicle exocytosis."" [GOC:obol]",6,275,2,26944,0.007272727272727273,0.3333333333333333,query_1,"['GO:0001956', 'GO:0016079', 'GO:1903307', 'GO:2000300']"
GO:BP,GO:1904000,positive regulation of eating behavior,0.022695970996444482,True,"""Any process that activates or increases the frequency, rate or extent of eating behavior."" [GO_REF:0000058, GOC:TermGenie, PMID:11961051]",6,275,2,26944,0.007272727272727273,0.3333333333333333,query_1,"['GO:0042755', 'GO:1903998', 'GO:2000253']"
GO:MF,GO:0030250,guanylate cyclase activator activity,0.022715669485134576,True,"""Binds to and increases the activity of guanylate cyclase."" [GOC:mah]",5,273,2,25063,0.007326007326007326,0.4,query_1,"['GO:0010853', 'GO:0030249']"
GO:MF,GO:0002046,opsin binding,0.022715669485134576,True,"""Binding to an opsin, any of a group of hydrophobic, integral membrane glycoproteins located primarily in the disc membrane of rods or cones, involved in photoreception."" [GOC:hjd]",5,273,2,25063,0.007326007326007326,0.4,query_1,['GO:0005515']
GO:MF,GO:0140684,histone H3K9me2/H3K9me3 demethylase activity,0.022715669485134576,True,"""Catalysis of the removal of a methyl group from a tri or a dimethyl-lysine residue at position 9 of the histone H3 protein. This is a dioxygenase reaction that is dependent on Fe(II) and 2-oxoglutarate."" [PMID:20208542, PMID:20531378]",5,273,2,25063,0.007326007326007326,0.4,query_1,"['GO:0016706', 'GO:0032454']"
GO:BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,0.022768755404187654,True,"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]",164,275,7,26944,0.025454545454545455,0.042682926829268296,query_1,"['GO:0001934', 'GO:0018108', 'GO:0050730']"
GO:BP,GO:0034248,regulation of amide metabolic process,0.02296239188454338,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amides."" [GOC:mah]",426,275,12,26944,0.04363636363636364,0.028169014084507043,query_1,"['GO:0043603', 'GO:0051171']"
GO:BP,GO:0006873,intracellular monoatomic ion homeostasis,0.02302649627390288,True,"""A homeostatic process involved in the maintenance of a steady state level of monoatomic ions within a cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",546,275,14,26944,0.05090909090909091,0.02564102564102564,query_1,"['GO:0050801', 'GO:0055082']"
GO:BP,GO:0055080,monoatomic cation homeostasis,0.02302649627390288,True,"""Any process involved in the maintenance of an internal steady state of monoatomic cations within an organism or cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:jid, GOC:mah]",608,275,15,26944,0.05454545454545454,0.024671052631578948,query_1,['GO:0050801']
GO:BP,GO:1901698,response to nitrogen compound,0.02302649627390288,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",1283,275,25,26944,0.09090909090909091,0.019485580670303974,query_1,['GO:0042221']
GO:BP,GO:0006366,transcription by RNA polymerase II,0.02302649627390288,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",2571,275,42,26944,0.15272727272727274,0.01633605600933489,query_1,['GO:0006351']
GO:BP,GO:0045184,establishment of protein localization,0.02302649627390288,True,"""The directed movement of a protein to a specific location."" [GOC:bf]",1722,275,31,26944,0.11272727272727273,0.018002322880371662,query_1,"['GO:0008104', 'GO:0051234']"
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,0.023055502265985274,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",5506,275,77,26944,0.28,0.013984743915728296,query_1,"['GO:0009059', 'GO:0031326', 'GO:0060255']"
